_id,RSN,YEAR_REGISTERED,YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,WARD,WARDNAME,SITE_ADDRESS,CONFIRMED_STOREYS,CONFIRMED_UNITS,EVALUATION_COMPLETED_ON,SCORE,RESULTS_OF_SCORE,NO_OF_AREAS_EVALUATED,ENTRANCE_LOBBY,ENTRANCE_DOORS_WINDOWS,SECURITY,STAIRWELLS,LAUNDRY_ROOMS,INTERNAL_GUARDS_HANDRAILS,GARBAGE_CHUTE_ROOMS,GARBAGE_BIN_STORAGE_AREA,ELEVATORS,STORAGE_AREAS_LOCKERS,INTERIOR_WALL_CEILING_FLOOR,INTERIOR_LIGHTING_LEVELS,GRAFFITI,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,BALCONY_GUARDS,WATER_PEN_EXT_BLDG_ELEMENTS,PARKING_AREA,OTHER_FACILITIES,GRID,LATITUDE,LONGITUDE,X,Y
942701,4154662,2017.0,2018.0,1965.0,PRIVATE,8,Eglinton-Lawrence,3311 BATHURST ST,9,102,2019-01-18,71,Evaluation needs to be conducted in 2 years,19,3.0,3.0,5.0,3.0,4.0,3.0,3.0,4.0,5.0,3.0,3.0,4.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,,N0824,43.7246901673,-79.43042978310001,310389.702,4842527.8889999995
942702,4154663,2017.0,2018.0,1960.0,PRIVATE,8,Eglinton-Lawrence,3575 BATHURST ST,7,61,2019-01-18,83,Evaluation needs to be conducted in 2 years,19,5.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,2.0,,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,5.0,N0824,43.731811765500005,-79.4323417364,310235.001,4843318.937
942703,4281929,2017.0,2018.0,1952.0,PRIVATE,2,Etobicoke Centre,7 BEXHILL CRT,4,13,2019-01-18,83,Evaluation needs to be conducted in 2 years,16,4.0,5.0,5.0,3.0,5.0,3.0,,4.0,,4.0,4.0,4.0,5.0,4.0,4.0,5.0,,3.0,4.0,,W0229,43.6617595882,-79.5213286681,303064.075,4835534.621
942704,4281930,2017.0,2018.0,1952.0,PRIVATE,2,Etobicoke Centre,8 BEXHILL CRT,4,13,2019-01-18,78,Evaluation needs to be conducted in 2 years,16,4.0,4.0,5.0,3.0,4.0,3.0,,4.0,,4.0,4.0,4.0,5.0,4.0,4.0,4.0,,2.0,4.0,,W0229,43.661708566099996,-79.520857721,303102.053,4835528.942
942705,4281935,2017.0,2018.0,1952.0,PRIVATE,2,Etobicoke Centre,9 BEXHILL CRT,4,13,2019-01-18,79,Evaluation needs to be conducted in 2 years,16,4.0,4.0,5.0,3.0,4.0,3.0,,4.0,,4.0,4.0,4.0,5.0,4.0,4.0,4.0,,3.0,4.0,,W0229,43.6619737906,-79.5206905766,303115.541,4835558.403
942706,4156098,2017.0,2018.0,1952.0,PRIVATE,2,Etobicoke Centre,10 BEXHILL CRT,4,13,2019-01-18,78,Evaluation needs to be conducted in 2 years,16,4.0,4.0,5.0,3.0,3.0,3.0,,4.0,,4.0,4.0,4.0,5.0,4.0,4.0,4.0,,3.0,4.0,,W0229,43.6622198253,-79.5205498417,303126.899,4835585.733
942707,4155923,2017.0,2018.0,1952.0,PRIVATE,2,Etobicoke Centre,11 BEXHILL CRT,4,15,2019-01-18,79,Evaluation needs to be conducted in 2 years,16,4.0,4.0,5.0,3.0,4.0,3.0,,4.0,,4.0,4.0,4.0,5.0,4.0,4.0,4.0,,3.0,4.0,,W0229,43.662318794799994,-79.5209151841,303097.439,4835596.7360000005
942708,4155567,2017.0,2018.0,1972.0,TCHC,21,Scarborough Centre,1021 BIRCHMOUNT RD,11,236,2019-01-18,62,Evaluation needs to be conducted in 1 year,19,3.0,3.0,2.0,3.0,4.0,5.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,E2133,43.73164966,-79.27790394600001,322675.98699999996,4843323.473999999
942709,4153435,2017.0,2018.0,1896.0,PRIVATE,13,Toronto Centre,77 PEMBROKE ST,4,16,2019-01-18,66,Evaluation needs to be conducted in 2 years,16,3.0,4.0,4.0,2.0,3.0,3.0,,3.0,,,3.0,3.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,,S1328,43.658942215500005,-79.3723537237,315079.942,4835229.102
942710,4153436,2017.0,2018.0,1885.0,PRIVATE,13,Toronto Centre,95 PEMBROKE ST,3,19,2019-01-18,79,Evaluation needs to be conducted in 2 years,16,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,,,4.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,,S1328,43.6595601379,-79.37264249340001,315056.547,4835297.718
942711,4154621,2017.0,2018.0,1965.0,PRIVATE,6,York Centre,25 CEDARCROFT BLVD,13,132,2019-01-18,66,Evaluation needs to be conducted in 2 years,20,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,3.0,4.0,4.0,2.0,3.0,N0622,43.7831736555,-79.4474072647,309017.799,4849024.107
942712,4154365,2017.0,2018.0,1955.0,PRIVATE,6,York Centre,831 WILSON AVE,3,11,2019-01-18,61,Evaluation needs to be conducted in 1 year,15,3.0,3.0,4.0,3.0,2.0,3.0,,4.0,,,3.0,2.0,3.0,4.0,3.0,3.0,,3.0,3.0,,N0632,43.731246207,-79.4630449202,307761.609,4843254.517
942713,4269424,2017.0,2018.0,1950.0,SOCIAL HOUSING,14,Toronto-Danforth,793 GERRARD ST E,5,28,2019-01-17,77,Evaluation needs to be conducted in 2 years,14,4.0,5.0,5.0,4.0,4.0,4.0,,3.0,,,4.0,5.0,3.0,3.0,4.0,3.0,,3.0,,,S1434,43.666764817200004,-79.3456335069,317233.48,4836101.799
942714,4152977,2017.0,2018.0,1959.0,PRIVATE,4,Parkdale-High Park,137 DUNN AVE,4,21,2019-01-17,70,Evaluation needs to be conducted in 2 years,14,3.0,3.0,3.0,4.0,3.0,3.0,,3.0,,,4.0,3.0,5.0,3.0,4.0,4.0,,4.0,,,S0437,43.636151700000006,-79.43227982399999,310248.294,4832692.487
942715,4153226,2017.0,2018.0,1967.0,PRIVATE,11,University-Rosedale,191 ST GEORGE ST,10,105,2019-01-17,60,Evaluation needs to be conducted in 1 year,18,3.0,3.0,5.0,3.0,3.0,4.0,1.0,4.0,3.0,,2.0,2.0,5.0,3.0,2.0,3.0,3.0,3.0,2.0,,S1127,43.671558223999995,-79.40109940800001,312759.44399999996,4836628.436000001
942716,4153221,2017.0,2018.0,1957.0,PRIVATE,11,University-Rosedale,214 ST GEORGE ST,8,68,2019-01-17,78,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,4.0,4.0,2.0,,4.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,,S1127,43.671224238,-79.401812426,312701.98699999996,4836591.267
942717,4155289,2017.0,2018.0,1958.0,PRIVATE,3,Etobicoke-Lakeshore,25 RIVERWOOD PKWY,4,50,2019-01-17,73,Evaluation needs to be conducted in 2 years,18,4.0,3.0,4.0,4.0,4.0,4.0,,4.0,4.0,3.0,4.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,,W0327,43.639857076400006,-79.48883782989999,305684.946,4833101.147
942718,4155290,2017.0,2018.0,1958.0,PRIVATE,3,Etobicoke-Lakeshore,33 RIVERWOOD PKWY,4,50,2019-01-17,73,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,4.0,3.0,4.0,,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,,W0327,43.640211934499995,-79.4896809434,305616.916,4833140.562
942719,4155292,2018.0,2018.0,1957.0,PRIVATE,3,Etobicoke-Lakeshore,47-49 RIVERWOOD PKWY,4,21,2019-01-17,56,Evaluation needs to be conducted in 1 year,17,3.0,2.0,3.0,3.0,3.0,3.0,,3.0,,3.0,2.0,2.0,5.0,2.0,3.0,3.0,2.0,3.0,3.0,,W0327,43.640304287700005,-79.4914484566,305474.305,4833150.807
942720,4154537,2017.0,2018.0,1957.0,PRIVATE,8,Eglinton-Lawrence,108 RAJAH ST,3,12,2019-01-17,71,Evaluation needs to be conducted in 2 years,16,3.0,4.0,5.0,3.0,3.0,5.0,,4.0,,,4.0,2.0,5.0,3.0,3.0,4.0,3.0,4.0,2.0,,N0823,43.731024096999995,-79.43881577100001,309713.26399999997,4843231.969
942721,4154536,2017.0,2018.0,1957.0,PRIVATE,8,Eglinton-Lawrence,110 RAJAH ST,3,12,2019-01-17,77,Evaluation needs to be conducted in 2 years,15,3.0,4.0,5.0,4.0,4.0,5.0,,4.0,,,4.0,2.0,5.0,4.0,3.0,4.0,,4.0,3.0,,N0823,43.73125641399999,-79.438819074,309712.979,4843257.778
942722,4154535,2017.0,2018.0,1957.0,PRIVATE,8,Eglinton-Lawrence,112 RAJAH ST,3,12,2019-01-17,78,Evaluation needs to be conducted in 2 years,16,3.0,4.0,5.0,4.0,4.0,5.0,,4.0,,,4.0,2.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,,N0823,43.731503933,-79.438923714,309704.529,4843285.27
942723,4153461,2017.0,2018.0,1969.0,PRIVATE,13,Toronto Centre,40 GERRARD ST E,33,447,2019-01-17,80,Evaluation needs to be conducted in 2 years,17,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,,4.0,S1328,43.6598447463,-79.3804771262,314424.604,4835328.44
942724,4153437,,2018.0,1902.0,PRIVATE,13,Toronto Centre,181-183 GERRARD ST E,4,24,2019-01-17,80,Evaluation needs to be conducted in 2 years,15,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,,,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,,,S1328,,,315023.983,4835440.714
942725,4153577,2017.0,2018.0,1992.0,SOCIAL HOUSING,14,Toronto-Danforth,179 BROADVIEW AVE,4,41,2019-01-17,82,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,5.0,4.0,4.0,,4.0,4.0,,4.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,S1434,43.661102106499996,-79.3502357937,316863.476,4835472.037
942726,4156071,2017.0,2018.0,1970.0,PRIVATE,6,York Centre,6040 BATHURST ST,17,202,2019-01-17,75,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,5.0,3.0,3.0,4.0,3.0,4.0,3.0,,N0622,43.7890444892,-79.4476519388,309058.568,4849670.127
942727,4154719,2017.0,2018.0,1982.0,SOCIAL HOUSING,18,Willowdale,6091 BATHURST ST,6,90,2019-01-17,77,Evaluation needs to be conducted in 2 years,18,3.0,3.0,3.0,5.0,4.0,4.0,4.0,3.0,5.0,,4.0,3.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,,N1821,43.787160745,-79.4456380716,309159.906,4849467.158
942728,4152654,2017.0,2018.0,1993.0,SOCIAL HOUSING,21,Scarborough Centre,2155 LAWRENCE AVE E,11,243,2019-01-17,80,Evaluation needs to be conducted in 2 years,19,4.0,4.0,5.0,3.0,4.0,5.0,4.0,3.0,4.0,,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,E2132,43.747083296199996,-79.2854390765,322064.815,4845035.55
942729,4243767,2017.0,2018.0,1900.0,PRIVATE,4,Parkdale-High Park,28 MAYNARD AVE,3,20,2019-01-17,57,Evaluation needs to be conducted in 1 year,15,3.0,2.0,3.0,3.0,3.0,3.0,,3.0,,,3.0,3.0,4.0,3.0,2.0,3.0,,3.0,2.0,,S0436,43.6380072384,-79.43803496470001,309784.048,4832897.33
942730,4154391,,2018.0,1958.0,PRIVATE,6,York Centre,1477 WILSON AVE,4,42,2019-01-17,76,Evaluation needs to be conducted in 2 years,17,5.0,4.0,5.0,4.0,5.0,4.0,,4.0,3.0,,4.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,,N0631,43.72103021979999,-79.50357048229999,304496.836,4842118.967
942731,4154390,2017.0,2018.0,1971.0,PRIVATE,6,York Centre,1491 WILSON AVE,4,40,2019-01-17,85,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,4.0,5.0,4.0,,5.0,5.0,,4.0,3.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,,N0631,43.7210593551,-79.5047297893,304403.425,4842122.21
942732,4156254,2017.0,2018.0,1940.0,PRIVATE,20,Scarborough Southwest,1445 KINGSTON RD,3,14,2019-01-17,65,Evaluation needs to be conducted in 1 year,15,3.0,3.0,4.0,3.0,3.0,3.0,,3.0,,,3.0,3.0,4.0,4.0,3.0,3.0,,3.0,4.0,,E2034,43.687651655,-79.270543261,323273.62,4838437.409
942733,4156379,2017.0,2018.0,1940.0,PRIVATE,20,Scarborough Southwest,1449 KINGSTON RD,3,14,2019-01-17,69,Evaluation needs to be conducted in 2 years,15,4.0,4.0,3.0,3.0,3.0,3.0,,3.0,,,4.0,3.0,5.0,4.0,3.0,3.0,,3.0,4.0,,E2034,43.687794468,-79.270325262,323298.75800000003,4838460.592
942734,4156114,2017.0,2018.0,1940.0,PRIVATE,20,Scarborough Southwest,1457 KINGSTON RD,3,15,2019-01-17,72,Evaluation needs to be conducted in 2 years,15,4.0,3.0,4.0,3.0,4.0,3.0,,3.0,,,4.0,4.0,5.0,4.0,3.0,3.0,,3.0,4.0,,E2034,43.68800974,-79.270112715,323322.706,4838482.675
942735,4156035,2017.0,2018.0,1940.0,PRIVATE,20,Scarborough Southwest,1463 KINGSTON RD,3,14,2019-01-17,72,Evaluation needs to be conducted in 2 years,15,4.0,4.0,4.0,3.0,3.0,4.0,,3.0,,,3.0,3.0,5.0,4.0,3.0,3.0,,4.0,4.0,,E2034,43.687961103999996,-79.269766888,323354.61100000003,4838512.321
942736,4156237,2017.0,2018.0,1940.0,PRIVATE,20,Scarborough Southwest,1469 KINGSTON RD,3,15,2019-01-17,64,Evaluation needs to be conducted in 1 year,15,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,,,3.0,4.0,4.0,3.0,3.0,3.0,,3.0,4.0,,E2034,43.688219097,-79.26980053300001,323367.67,4838524.609
942737,4156236,2017.0,2018.0,1940.0,PRIVATE,20,Scarborough Southwest,1475 KINGSTON RD,3,14,2019-01-17,64,Evaluation needs to be conducted in 1 year,15,4.0,3.0,3.0,3.0,3.0,3.0,,3.0,,,3.0,3.0,4.0,4.0,3.0,2.0,,3.0,4.0,,E2034,43.68817271,-79.26943584600001,323380.727,4838536.898
942738,4156385,2017.0,2018.0,1940.0,PRIVATE,20,Scarborough Southwest,1481 KINGSTON RD,3,15,2019-01-17,69,Evaluation needs to be conducted in 2 years,15,3.0,4.0,4.0,3.0,4.0,3.0,,3.0,,,3.0,4.0,5.0,3.0,3.0,3.0,,3.0,4.0,,E2034,43.688423918000005,-79.269500963,323393.784,4838549.187
942739,4152650,2017.0,2018.0,1961.0,PRIVATE,21,Scarborough Centre,1765 VICTORIA PARK AVE,7,67,2019-01-17,80,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,4.0,5.0,2.0,,4.0,4.0,,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,,E2131,43.7402910045,-79.3084921125,320209.95,4844276.428
942740,4152643,2017.0,2018.0,1954.0,PRIVATE,21,Scarborough Centre,1689 VICTORIA PARK AVE,4,54,2019-01-16,79,Evaluation needs to be conducted in 2 years,17,3.0,4.0,4.0,4.0,3.0,5.0,,4.0,,3.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,,E2131,43.7354870834,-79.3066470427,320359.803,4843743.106000001
942741,4153443,2017.0,2018.0,1973.0,PRIVATE,13,Toronto Centre,280 DUNDAS ST E,11,241,2019-01-16,79,Evaluation needs to be conducted in 2 years,17,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,,4.0,3.0,5.0,4.0,4.0,4.0,,4.0,4.0,,S1328,43.6584811745,-79.3719261905,315114.503,4835177.935
942742,4153656,2017.0,2018.0,1985.0,SOCIAL HOUSING,14,Toronto-Danforth,100 UNITY RD,6,98,2019-01-16,80,Evaluation needs to be conducted in 2 years,20,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,S1432,43.677802998900006,-79.3304925488,318452.018,4837330.443
942743,4153655,2017.0,2018.0,1983.0,SOCIAL HOUSING,14,Toronto-Danforth,110 UNITY RD,8,174,2019-01-16,83,Evaluation needs to be conducted in 2 years,20,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,S1432,43.6779324239,-79.3299297782,318497.365,4837344.914
942744,4167685,2017.0,2018.0,1948.0,TCHC,13,Toronto Centre,295 SACKVILLE ST,3,48,2019-01-16,60,Evaluation needs to be conducted in 1 year,16,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,S1330,43.661833468000005,-79.36324770899999,315813.619,4835552.43
942745,4167463,2017.0,2018.0,2006.0,TCHC,13,Toronto Centre,184 RIVER ST,3,54,2019-01-16,59,Evaluation needs to be conducted in 1 year,17,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,,,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,,S1330,43.662770771999995,-79.35927116,316143.84,4835667.148
942746,4155272,2017.0,2018.0,1955.0,PRIVATE,3,Etobicoke-Lakeshore,34 RIVERWOOD PKWY,4,35,2019-01-16,80,Evaluation needs to be conducted in 2 years,16,4.0,4.0,4.0,3.0,4.0,4.0,,4.0,,,5.0,4.0,5.0,3.0,4.0,4.0,5.0,3.0,4.0,,W0327,43.6397937003,-79.4903246449,305564.983,4833094.093
942747,4153567,2017.0,2018.0,1985.0,TCHC,13,Toronto Centre,123 SACKVILLE ST,3,20,2019-01-16,75,Evaluation needs to be conducted in 2 years,15,4.0,4.0,4.0,3.0,,3.0,4.0,4.0,,,4.0,4.0,3.0,4.0,3.0,4.0,,4.0,4.0,,S1330,43.6570898108,-79.3615276679,315953.471,4835024.718
942748,4167684,2017.0,2018.0,1948.0,TCHC,13,Toronto Centre,274 SACKVILLE ST,6,71,2019-01-16,61,Evaluation needs to be conducted in 1 year,17,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,,3.0,3.0,3.0,4.0,3.0,3.0,,3.0,3.0,,S1330,43.661533685,-79.36404948,315749.006,4835519.022
942749,4154539,2018.0,2018.0,1960.0,PRIVATE,8,Eglinton-Lawrence,102 RAJAH ST,3,12,2019-01-16,70,Evaluation needs to be conducted in 2 years,16,3.0,3.0,4.0,5.0,3.0,3.0,,3.0,,,3.0,5.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,,N0823,43.730483195,-79.438671101,309724.963,4843171.886
942750,4153453,2017.0,2018.0,1939.0,PRIVATE,13,Toronto Centre,368 GEORGE ST,3,16,2019-01-16,76,Evaluation needs to be conducted in 2 years,15,4.0,4.0,4.0,4.0,3.0,4.0,,4.0,,,4.0,3.0,5.0,3.0,4.0,4.0,,3.0,4.0,,S1328,43.659740893,-79.374693208,314890.854,4835318.504
942751,4155736,2017.0,2018.0,1967.0,PRIVATE,6,York Centre,6020 BATHURST ST,11,149,2019-01-16,73,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,,4.0,3.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,N0622,43.7870875087,-79.4473742209,309020.18,4849458.928
942752,4155737,2017.0,2018.0,1967.0,PRIVATE,6,York Centre,6030 BATHURST ST,19,247,2019-01-16,74,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,,4.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,N0622,43.78782263430001,-79.4475892246,309002.816,4849540.586
942753,4155318,2017.0,2018.0,1943.0,PRIVATE,2,Etobicoke Centre,18 ANGLESEY BLVD,4,25,2019-01-16,71,Evaluation needs to be conducted in 2 years,15,4.0,4.0,5.0,3.0,4.0,3.0,,3.0,,,4.0,2.0,3.0,4.0,3.0,3.0,,4.0,4.0,,W0229,43.6649891625,-79.52164019050001,303039.06899999996,4835893.416
942754,4154657,2017.0,2018.0,1970.0,PRIVATE,8,Eglinton-Lawrence,3171 BATHURST ST,6,47,2019-01-16,77,Evaluation needs to be conducted in 2 years,19,4.0,4.0,5.0,3.0,4.0,3.0,4.0,3.0,5.0,3.0,4.0,5.0,5.0,3.0,4.0,4.0,3.0,4.0,3.0,,N0824,43.7220957338,-79.430056845,310419.984,4842239.683
942755,4154658,2017.0,2018.0,1955.0,PRIVATE,8,Eglinton-Lawrence,3253 BATHURST ST,4,22,2019-01-16,73,Evaluation needs to be conducted in 2 years,17,3.0,3.0,5.0,4.0,3.0,3.0,,3.0,,4.0,4.0,4.0,5.0,3.0,3.0,4.0,3.0,4.0,4.0,,N0824,43.723707331499995,-79.43032362529999,310398.345,4842418.708000001
942756,4154659,2017.0,2018.0,1955.0,PRIVATE,8,Eglinton-Lawrence,3255 BATHURST ST,4,22,2019-01-16,74,Evaluation needs to be conducted in 2 years,17,3.0,3.0,5.0,4.0,3.0,3.0,,3.0,,4.0,4.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,,N0824,43.7239351487,-79.4303884781,310393.099,4842444.013
942757,4154660,2017.0,2018.0,1955.0,PRIVATE,8,Eglinton-Lawrence,3257 BATHURST ST,4,20,2019-01-16,74,Evaluation needs to be conducted in 2 years,17,3.0,3.0,5.0,4.0,3.0,3.0,,3.0,,4.0,4.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,,N0824,43.7241610224,-79.430453768,310387.818,4842469.102
942758,4153017,2017.0,2018.0,1964.0,PRIVATE,4,Parkdale-High Park,21 MAYNARD AVE,11,117,2019-01-16,76,Evaluation needs to be conducted in 2 years,17,3.0,3.0,4.0,3.0,5.0,3.0,,3.0,4.0,,4.0,4.0,5.0,3.0,5.0,5.0,4.0,4.0,3.0,,S0436,43.6381531633,-79.4373955962,309835.623,4832913.577
942759,4153016,2017.0,2018.0,1978.0,PRIVATE,4,Parkdale-High Park,22 MAYNARD AVE,3,36,2019-01-16,70,Evaluation needs to be conducted in 2 years,14,3.0,3.0,3.0,3.0,3.0,3.0,,4.0,,,4.0,3.0,5.0,4.0,4.0,3.0,,4.0,,,S0436,43.637780662299996,-79.4379497225,309790.94399999996,4832872.164
942760,4154382,2017.0,2018.0,1968.0,PRIVATE,6,York Centre,1277 WILSON AVE,4,80,2019-01-16,76,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,,3.0,3.0,5.0,3.0,4.0,4.0,3.0,3.0,4.0,,N0631,43.723649067,-79.492914942,305355.071,4842410.858
942761,4154394,2017.0,2018.0,1960.0,PRIVATE,6,York Centre,1393 WILSON AVE,4,82,2019-01-16,88,Evaluation needs to be conducted in 3 years,17,4.0,4.0,4.0,4.0,5.0,4.0,,4.0,5.0,,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,,N0631,43.7217077411,-79.50033280779999,304757.70399999997,4842194.225
942762,4155096,2017.0,2018.0,1960.0,PRIVATE,5,York South-Weston,30 CLEARVIEW HTS,4,25,2019-01-16,80,Evaluation needs to be conducted in 2 years,16,4.0,4.0,5.0,3.0,4.0,4.0,,4.0,,,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,,W0532,43.6932353032,-79.4795788454,306430.615,4839031.266
942763,4155093,2017.0,2018.0,1955.0,PRIVATE,5,York South-Weston,31 CLEARVIEW HTS,4,43,2019-01-16,86,Evaluation needs to be conducted in 3 years,16,4.0,4.0,5.0,4.0,4.0,5.0,,5.0,,4.0,5.0,5.0,5.0,3.0,5.0,4.0,,4.0,3.0,,W0532,43.69278743,-79.4796635822,306423.795,4838981.508
942764,4155097,2017.0,2018.0,1951.0,PRIVATE,5,York South-Weston,40 CLEARVIEW HTS,4,37,2019-01-16,76,Evaluation needs to be conducted in 2 years,16,4.0,3.0,4.0,4.0,4.0,5.0,,4.0,,,4.0,5.0,4.0,2.0,4.0,3.0,4.0,3.0,4.0,,W0532,43.693098586400005,-79.48023783800001,306377.49600000004,4839016.071
942765,4155098,2017.0,2018.0,1951.0,PRIVATE,5,York South-Weston,50 CLEARVIEW HTS,4,37,2019-01-16,78,Evaluation needs to be conducted in 2 years,16,4.0,4.0,4.0,3.0,4.0,4.0,,4.0,,,5.0,4.0,5.0,2.0,4.0,4.0,4.0,3.0,4.0,,W0532,43.693048881,-79.48093875800001,306320.732,4839011.492
942766,4155099,2017.0,2018.0,1951.0,PRIVATE,5,York South-Weston,60 CLEARVIEW HTS,4,37,2019-01-16,78,Evaluation needs to be conducted in 2 years,16,4.0,4.0,4.0,4.0,3.0,4.0,,4.0,,,5.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,,W0532,43.692977471000006,-79.48134741,306287.792,4839003.552
942767,4155100,2017.0,2018.0,1951.0,PRIVATE,5,York South-Weston,70 CLEARVIEW HTS,4,47,2019-01-16,81,Evaluation needs to be conducted in 2 years,17,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,,4.0,4.0,4.0,5.0,3.0,5.0,4.0,4.0,4.0,4.0,,W0532,43.69279777,-79.481595405,306267.805,4838983.584
942768,4155114,2017.0,2018.0,1950.0,PRIVATE,5,York South-Weston,79 CLEARVIEW HTS,4,54,2019-01-16,59,Evaluation needs to be conducted in 1 year,15,2.0,2.0,3.0,2.0,3.0,2.0,,3.0,,,3.0,3.0,4.0,3.0,3.0,3.0,,4.0,4.0,,W0532,43.692294791,-79.482440365,306199.702,4838927.692
942769,4155101,2017.0,2018.0,1951.0,PRIVATE,5,York South-Weston,80 CLEARVIEW HTS,4,36,2019-01-16,78,Evaluation needs to be conducted in 2 years,17,4.0,4.0,4.0,4.0,3.0,5.0,,4.0,,4.0,4.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,,W0532,43.693064312,-79.482178967,306220.75800000003,4839013.187
942770,4155113,2017.0,2018.0,1950.0,PRIVATE,5,York South-Weston,81 CLEARVIEW HTS,3,40,2019-01-16,56,Evaluation needs to be conducted in 1 year,15,2.0,2.0,3.0,2.0,3.0,2.0,,3.0,,,2.0,3.0,4.0,3.0,4.0,2.0,,4.0,3.0,,W0532,43.692447216000005,-79.48271117899999,306177.868,4838944.6219999995
942771,4155111,2017.0,2018.0,1958.0,PRIVATE,5,York South-Weston,85 CLEARVIEW HTS,3,35,2019-01-16,87,Evaluation needs to be conducted in 3 years,15,4.0,4.0,5.0,4.0,3.0,5.0,,3.0,,,5.0,4.0,5.0,5.0,4.0,5.0,,5.0,4.0,,W0532,43.692772378,-79.483091733,306147.185,4838980.741
942772,4153657,2017.0,2018.0,1990.0,SOCIAL HOUSING,14,Toronto-Danforth,570 COXWELL AVE,3,11,2019-01-16,83,Evaluation needs to be conducted in 2 years,16,3.0,4.0,5.0,3.0,4.0,4.0,,4.0,,,3.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,,S1432,43.679932553,-79.3224960568,319096.268,4837568.387
